"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
1995,1995-11-03,"home",0,"Bulls",105,0,0,NA,10,29,3,NA,15,42,13,27,86,43,11,4,23,15,NA,NA,"26-14-40-25",NA,"Pelicans",91,0,0,NA,8,14,4,NA,14,43,19,22,77,36,11,3,25,16,NA,NA,"27-21-18-25",NA,0,0,NA,-1,-8,14,202,-13
1995,1995-11-03,"away",0,"Pelicans",91,0,0,NA,8,14,4,NA,14,43,19,22,77,36,11,3,25,16,NA,NA,"27-21-18-25",NA,"Bulls",105,0,0,NA,10,29,3,NA,15,42,13,27,86,43,11,4,23,15,NA,NA,"26-14-40-25",NA,0,0,NA,1,8,-14,202,13
1995,1995-11-03,"home",0,"Celtics",100,0,0,NA,6,20,7,NA,12,44,13,23,79,37,14,2,34,24,NA,NA,"35-15-24-26",NA,"Bucks",101,0,0,NA,9,19,5,NA,17,51,13,26,86,39,8,2,30,21,NA,NA,"26-31-24-20",NA,0,0,NA,9,-7,-7,211,-3.5
1995,1995-11-03,"away",0,"Bucks",101,0,0,NA,9,19,5,NA,17,51,13,26,86,39,8,2,30,21,NA,NA,"26-31-24-20",NA,"Celtics",100,0,0,NA,6,20,7,NA,12,44,13,23,79,37,14,2,34,24,NA,NA,"35-15-24-26",NA,0,0,NA,-9,7,7,211,3.5
1995,1995-11-03,"home",0,"Clippers",112,0,0,NA,12,19,5,NA,16,43,9,27,95,42,19,6,31,22,NA,NA,"19-31-25-37",NA,"Suns",106,0,0,NA,4,17,4,NA,11,45,22,27,77,34,20,7,38,31,NA,NA,"32-21-19-34",NA,0,0,NA,-13,-3,3,214,7.5
1995,1995-11-03,"away",0,"Suns",106,0,0,NA,4,17,4,NA,11,45,22,27,77,34,20,7,38,31,NA,NA,"32-21-19-34",NA,"Clippers",112,0,0,NA,12,19,5,NA,16,43,9,27,95,42,19,6,31,22,NA,NA,"19-31-25-37",NA,0,0,NA,13,3,-3,214,-7.5
1995,1995-11-03,"home",0,"Hawks",106,0,0,NA,12,21,4,NA,14,27,12,32,73,35,14,6,47,30,NA,NA,"29-22-25-30",NA,"Pacers",111,0,0,NA,5,21,5,NA,8,35,21,35,60,32,9,5,47,42,NA,NA,"23-33-20-35",NA,0,0,NA,6,-5,0,189,-4
1995,1995-11-03,"away",0,"Pacers",111,0,0,NA,5,21,5,NA,8,35,21,35,60,32,9,5,47,42,NA,NA,"23-33-20-35",NA,"Hawks",106,0,0,NA,12,21,4,NA,14,27,12,32,73,35,14,6,47,30,NA,NA,"29-22-25-30",NA,0,0,NA,-6,5,0,189,4
1995,1995-11-03,"home",0,"Jazz",112,0,0,NA,12,29,2,NA,18,44,14,21,84,42,14,7,26,21,NA,NA,"24-37-22-29",NA,"Supersonics",94,0,0,NA,10,19,9,NA,8,32,19,23,70,36,10,2,25,20,NA,NA,"26-17-21-30",NA,0,0,NA,-2,18,19,208.5,-4
1995,1995-11-03,"away",0,"Supersonics",94,0,0,NA,10,19,9,NA,8,32,19,23,70,36,10,2,25,20,NA,NA,"26-17-21-30",NA,"Jazz",112,0,0,NA,12,29,2,NA,18,44,14,21,84,42,14,7,26,21,NA,NA,"24-37-22-29",NA,0,0,NA,2,-18,-19,208.5,4
