"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
1999,1999-11-02,"home",0,"Clippers",92,0,0,NA,4,14,9,NA,12,45,17,24,78,35,16,6,27,16,NA,NA,"22-26-27-17",NA,"Supersonics",104,0,0,NA,8,25,3,NA,19,53,11,21,93,37,20,7,32,23,NA,NA,"25-37-26-16",NA,0,0,NA,-3,-14,-13,202,3
1999,1999-11-02,"away",0,"Supersonics",104,0,0,NA,8,25,3,NA,19,53,11,21,93,37,20,7,32,23,NA,NA,"25-37-26-16",NA,"Clippers",92,0,0,NA,4,14,9,NA,12,45,17,24,78,35,16,6,27,16,NA,NA,"22-26-27-17",NA,0,0,NA,3,14,13,202,-3
1999,1999-11-02,"home",0,"Grizzlies",86,0,0,NA,4,19,3,NA,15,41,16,23,75,30,7,2,34,24,NA,NA,"22-17-25-22",NA,"Trailblazers",106,0,0,NA,8,29,2,NA,9,39,10,28,82,45,12,3,18,13,NA,NA,"32-25-23-26",NA,0,0,NA,-10,-18,-16,193,10
1999,1999-11-02,"away",0,"Trailblazers",106,0,0,NA,8,29,2,NA,9,39,10,28,82,45,12,3,18,13,NA,NA,"32-25-23-26",NA,"Grizzlies",86,0,0,NA,4,19,3,NA,15,41,16,23,75,30,7,2,34,24,NA,NA,"22-17-25-22",NA,0,0,NA,10,18,16,193,-10
1999,1999-11-02,"home",0,"Heat",128,0,0,NA,7,24,5,NA,22,66,14,39,106,41,29,10,48,36,NA,NA,"33-24-20-23",NA,"Pistons",122,0,0,NA,4,13,5,NA,15,54,19,42,99,43,15,5,43,31,NA,NA,"22-24-24-30",NA,0,0,NA,11,11,7,187.5,-6
1999,1999-11-02,"away",0,"Pistons",122,0,0,NA,4,13,5,NA,15,54,19,42,99,43,15,5,43,31,NA,NA,"22-24-24-30",NA,"Heat",128,0,0,NA,7,24,5,NA,22,66,14,39,106,41,29,10,48,36,NA,NA,"33-24-20-23",NA,0,0,NA,-11,-11,-7,187.5,6
1999,1999-11-02,"home",0,"Pelicans",100,0,0,NA,13,25,5,NA,14,47,21,25,82,34,22,10,37,22,NA,NA,"21-21-37-21",NA,"Magic",86,0,0,NA,9,17,4,NA,12,48,22,31,80,34,8,0,27,18,NA,NA,"22-18-17-29",NA,0,0,NA,-1,2,22,199.5,-10.5
1999,1999-11-02,"away",0,"Magic",86,0,0,NA,9,17,4,NA,12,48,22,31,80,34,8,0,27,18,NA,NA,"22-18-17-29",NA,"Pelicans",100,0,0,NA,13,25,5,NA,14,47,21,25,82,34,22,10,37,22,NA,NA,"21-21-37-21",NA,0,0,NA,1,-2,-22,199.5,10.5
1999,1999-11-02,"home",0,"Jazz",84,0,0,NA,7,20,6,NA,8,38,17,26,67,29,10,3,28,23,NA,NA,"18-18-23-25",NA,"Lakers",91,0,0,NA,9,22,6,NA,16,45,16,27,76,33,13,8,26,17,NA,NA,"25-18-20-28",NA,0,0,NA,-7,-7,-4,184,-6
1999,1999-11-02,"away",0,"Lakers",91,0,0,NA,9,22,6,NA,16,45,16,27,76,33,13,8,26,17,NA,NA,"25-18-20-28",NA,"Jazz",84,0,0,NA,7,20,6,NA,8,38,17,26,67,29,10,3,28,23,NA,NA,"18-18-23-25",NA,0,0,NA,7,7,4,184,6
